TX_ID,BLOCK_TIMESTAMP,SENDER,RECEIVER,TRANSFER_TYPE,AMOUNT,PRICE,PROJECT_NAME,CURRENCY
D50C9C0B31D6B05EA1E7BD60F230F206511910BBBCC9083D73C8D01EE3B48628,2022-06-08 00:52:11.452,osmo1yuycef80txefx4fu4gc7kwzvql0ckuyhy2zrf3,juno1yuycef80txefx4fu4gc7kwzvql0ckuyh6rjgcl,IBC_TRANSFER_OUT,46.219908,3.57204698,JUNO,ibc/46B44899322F3CD854D2D46DEEF881958467CDD4B3B10086DA49296BBED94BED
263EAE80C13AAD190F3A00E905CB6421586C7EAE4D4D670B17DAA5C7D79AD68F,2022-06-08 02:03:19.606,osmo1q2qwwynhv8kh3lu5fkeex4awau9x8fwtz6yk2q,juno1q2qwwynhv8kh3lu5fkeex4awau9x8fwtun5amw,IBC_TRANSFER_OUT,19.733975,3.57204698,JUNO,ibc/46B44899322F3CD854D2D46DEEF881958467CDD4B3B10086DA49296BBED94BED
9240E02DD3EE0F8A08272C0962C7DF4D21633CE6E994C1D280F5D0D9614D4C60,2022-06-08 02:28:50.238,osmo1cl3swpzudwjpwmswcjldfz8gt2p3zy4wrydfxq,juno1cl3swpzudwjpwmswcjldfz8gt2p3zy4wadazhw,IBC_TRANSFER_OUT,615.228134,3.57204698,JUNO,ibc/46B44899322F3CD854D2D46DEEF881958467CDD4B3B10086DA49296BBED94BED
E01F11B5362DCA30979C30306C19C39B8302910894D9C7AF4DD834C0D7C1997E,2022-06-08 01:53:28.229,osmo1lf87zxzg4dta9az0yeq4vecg3d5aal7eta0mmj,juno1f0v5af2nhemuarhjjchu3gq0v0vdmcl08e296y,IBC_TRANSFER_OUT,48.28637,3.57204698,JUNO,ibc/46B44899322F3CD854D2D46DEEF881958467CDD4B3B10086DA49296BBED94BED
C1D81AE9084292E53E739A93B889FEC723D002834202B5F352027449678787D5,2022-06-08 01:56:21.854,osmo1e9rjjvnt67vnde503cp0wnwmffssuc0ezehfu9,juno1e9rjjvnt67vnde503cp0wnwmffssuc0eus8zdt,IBC_TRANSFER_OUT,0.574414,3.57204698,JUNO,ibc/46B44899322F3CD854D2D46DEEF881958467CDD4B3B10086DA49296BBED94BED
7AB9C3EC9CBBA10B6911F9A9373F8D97E60588677768DCB4DEF3738D48CA2959,2022-06-08 00:57:46.500,osmo18ve637mup6d3z80qxf0n3d27rvedyxffn04qjq,juno18ve637mup6d3z80qxf0n3d27rvedyxffdx9trw,IBC_TRANSFER_OUT,10.392315,3.57204698,JUNO,ibc/46B44899322F3CD854D2D46DEEF881958467CDD4B3B10086DA49296BBED94BED
0E61462388DECA507134BF87BF6A333DC2B3AC95F417247D7D2B33D8DE2FB2B9,2022-06-08 02:02:37.159,osmo1wfmeped4c25l49h85kw3wc9j7ematchnxrakl0,juno1wfmeped4c25l49h85kw3wc9j7ematchnc2dawp,IBC_TRANSFER_OUT,0.73502,3.57204698,JUNO,ibc/46B44899322F3CD854D2D46DEEF881958467CDD4B3B10086DA49296BBED94BED
1FB66AE5D6F6072415FC5D4E42815113EAD2B392F64BD0151B170111398F48CA,2022-06-08 00:32:08.767,osmo1tcpmk8ztqs3f2rsu0yclzcnqjs7wu7pd9e45qf,juno1tcpmk8ztqs3f2rsu0yclzcnqjs7wu7pdms9l38,IBC_TRANSFER_OUT,13.443179,3.57204698,JUNO,ibc/46B44899322F3CD854D2D46DEEF881958467CDD4B3B10086DA49296BBED94BED
0AAF95BD6D90CBED326A70864461EE4D529C9D777CBE1535E8B1A1A4566626A7,2022-06-08 00:15:14.743,osmo1enz4x0szrqkxgygac948dyxdfvhwms24hsqgp4,juno1enz4x0szrqkxgygac948dyxdfvhwms24fesrsm,IBC_TRANSFER_OUT,6.649148,3.57204698,JUNO,ibc/46B44899322F3CD854D2D46DEEF881958467CDD4B3B10086DA49296BBED94BED
9474235062868806548764DCEA5CF73DC2D06395A3141DE80C47AD31CF3BC153,2022-06-08 02:05:16.672,osmo1vf68rkgk502k4ja6l2mq9t8pcdrp5qpzny7xcc,juno1vf68rkgk502k4ja6l2mq9t8pcdrp5qpzddwdfk,IBC_TRANSFER_OUT,1.211356,3.57204698,JUNO,ibc/46B44899322F3CD854D2D46DEEF881958467CDD4B3B10086DA49296BBED94BED
4E249AF8C975EBC2E18FC3A41C11E1AA5B3357E3BB155F45FB63FEDF28A62A3B,2022-06-08 02:37:50.350,osmo174wunrwwq7rfxq363lg62vxnv0h5lzaqg7q00g,juno174wunrwwq7rfxq363lg62vxnv0h5lzaqkhsy7x,IBC_TRANSFER_OUT,13.241696,3.57204698,JUNO,ibc/46B44899322F3CD854D2D46DEEF881958467CDD4B3B10086DA49296BBED94BED
4AF57D8F64113DCEF77C9331ACF7C925E567B42378A408D67FC2A9C768C7E48E,2022-06-08 00:06:21.140,osmo14ud7tftarq3a48pvudk9zm0g3ejykvftugszc2,juno14ud7tftarq3a48pvudk9zm0g3ejykvftzpqffy,IBC_TRANSFER_OUT,1.6786,3.57204698,JUNO,ibc/46B44899322F3CD854D2D46DEEF881958467CDD4B3B10086DA49296BBED94BED
CD11B9E463DBC2B084CE071C0648D59A0AE1F806C1BC7DDD88DDD34D8F0C92A4,2022-06-08 00:50:51.276,osmo1w83rmdhrqudkj5qgs0c8lea6ypacp55360j77e,juno1w83rmdhrqudkj5qgs0c8lea6ypacp553yxz40h,IBC_TRANSFER_OUT,9.985932,3.57204698,JUNO,ibc/46B44899322F3CD854D2D46DEEF881958467CDD4B3B10086DA49296BBED94BED
03BD793CD4262500059B5C340A0DBA2ECAC032CB3CAFCEBB5263ACA04765E73A,2022-06-08 01:22:03.888,osmo1cm9al6m8d02yrhc6n8v5z80c0rmnljsf7wjfsy,juno1cm9al6m8d02yrhc6n8v5z80c0rmnljsfq8zzp2,IBC_TRANSFER_OUT,26.524235,3.57204698,JUNO,ibc/46B44899322F3CD854D2D46DEEF881958467CDD4B3B10086DA49296BBED94BED
0B1BE6FFDF87ED8FE293A2DA6FCBC7F4DA56576D05F006E4B63F4DE81E73C92A,2022-06-08 02:16:08.168,osmo1tmz2udgyp33tsgdlwkqpm4x350fgm96aydvnrt,juno1tmz2udgyp33tsgdlwkqpm4x350fgm96a6yucj9,IBC_TRANSFER_OUT,0.308102,3.57204698,JUNO,ibc/46B44899322F3CD854D2D46DEEF881958467CDD4B3B10086DA49296BBED94BED
F1D75AE18F539800CDAF750EAAA24DE50ABB75833C100419242D599E1A4F0237,2022-06-07 19:01:31.210,osmo1cw73elmtjvzg4gjdy9yv7hu6nnfl8m7z4ah5wl,emoney13av8hh4pf6j4dchagt04wnw8vdjzr0ez2aglx7,IBC_TRANSFER_OUT,0.331328,1.014137725,EEUR,ibc/5973C068568365FFF40DEDCF1A1CB7582B6116B731CD31A12231AE25E20B871F
16FB449BE30FFAA3A4B5347179E0E1636C949F8D990F8409FD21BEF86CAFD7EA,2022-06-08 00:21:04.836,osmo1lhxpf027r3cje4aa5zc3c29synvj2ldyllxf6s,emoney1lhxpf027r3cje4aa5zc3c29synvj2ldyc80dml,IBC_TRANSFER_OUT,128.698932,1.014137725,EEUR,ibc/5973C068568365FFF40DEDCF1A1CB7582B6116B731CD31A12231AE25E20B871F
